Angular Second Moment;Contrast;Correlation;Sum of Squares: Variance;Inverse Difference Moment;Sum Average;Sum Variance;Sum Entropy;Entropy;Difference Variance;Difference Entropy;Information Measure of Correlation 1;Information Measure of Correlation 2;Maximal Correlation Coefficient;Label
0.02703384799667634;40.54662598153662;0.9879607978918066;1683.006078417502;0.8114616382465959;398.8802874273685;6691.477687688472;6.018667070827069;6.784429911222272;0.00238289272015053;1.6005352873134882;-0.7316936480088925;0.9997882062178169;3.74602948816588;1.0
0.020229150936169907;68.16148625324729;0.9898621600798195;3360.3998520916703;0.7398832875868364;350.9432026386294;13373.437922113408;6.453571411688741;7.575284382499404;0.0019594015179860737;2.03754893251992;-0.6655748168151806;0.999727613858644;3.3986815844276683;1.0
0.01549519211229276;80.26417198013536;0.9892415877926743;3728.663593505268;0.7423165299778197;343.4369063097065;14834.390202040951;6.785456124245377;7.8941309235125505;0.0019476036740215291;2.019473149818803;-0.6891635851059222;0.9998691356103917;3.237642993290677;1.0
0.013826044150753548;76.0025142960863;0.9882058679462771;3220.7661065064913;0.7276405728240861;389.1912914140412;12807.06191172987;6.795379928729709;7.975469474679131;0.0016712041768068558;2.1206568496679616;-0.6703495355185685;0.999829490908645;3.625766131869367;1.0
0.035439520156603926;79.52674118608364;0.9888870618314002;3576.3668672251515;0.7043810255763517;381.34793647536753;14225.940727714558;5.997523209112403;7.335417479806511;0.0016553635364128048;2.3215160826189756;-0.6109059821182694;0.9991731358150588;4.099004950755853;1.0
0.01416872664185147;72.92055088879343;0.9866984232875707;2739.819201640954;0.7593941808020342;395.5094467161151;10886.356255674953;6.855248342077289;7.86547867134848;0.0018654025006771462;1.9378119704556673;-0.7069714163769291;0.9999033003197331;3.921158071745416;1.0
0.017290263227440875;86.43741268734576;0.9895618750985898;4138.778012815089;0.6957541764450884;331.6690298545217;16468.674638572993;6.777009722288312;8.102491181771992;0.0016708325232492635;2.2699034473546273;-0.6489804384719591;0.9997789505657106;3.4187119461175537;1.0
0.016608348532877498;71.3318756672405;0.9905035125795414;3754.605750875804;0.7496712999170376;379.6093361122124;14947.091127835978;6.458723843120669;7.55378346684234;0.0019121660563942823;2.0335009927871113;-0.6868783151715141;0.9998063918399361;3.5583970646452046;1.0
0.022869701192890585;57.59233089197049;0.986225477007428;2089.616846027433;0.7806124370491971;383.24384166696257;8300.875053217766;6.169254897398569;7.159931991511668;0.002229071841058146;1.8596158353283032;-0.6974694734442727;0.9997573656495038;3.723578925749351;1.0
0.023224136577958153;47.73937170657848;0.9862331553496773;1733.3404504310656;0.7474985967376855;369.78341484227093;6885.622430017698;6.713689387664376;7.7636209999516534;0.0019286711218676473;1.9435272650199726;-0.700859054485203;0.9998785488407058;3.5477494094567295;1.0
0.008319785451361607;83.71204256207002;0.9905575963862223;4431.189303621843;0.6764821575629438;366.74643441640933;17641.045171925274;7.273360619995467;8.710976674441929;0.001415919172733421;2.373708230583837;-0.6459264179966743;0.9998686657669187;3.581094525809776;1.0
0.009904644745828346;72.09850837211246;0.9897857620087956;3527.917297627262;0.6995841988768338;369.73270877503217;14039.570682136946;7.08586327672021;8.410947764189425;0.0015407669343983426;2.276254986326138;-0.6613033783588913;0.999870798524973;3.576275390403155;1.0
0.02125518507454285;61.46768210072882;0.9867335336075751;2315.767470116798;0.761706158806794;374.09061143282486;9201.60219836644;6.420012432797703;7.457054123392458;0.0018823977564551286;1.9540061953381453;-0.6915206618684973;0.9998010480152758;3.8948398798558053;1.0
0.02241944236678799;48.78692516439099;0.9871281672349186;1894.4371909681704;0.755791146025964;368.50122230274167;7528.961838708303;6.606617650207407;7.657443692169361;0.0020303012121030187;1.9532395707083152;-0.698179244729378;0.9998580432864872;3.9260190588158292;1.0
0.021456616211945473;57.911115137087215;0.9853930383202304;1981.2885331771886;0.8031695196587265;406.3039215011171;7867.243017571636;6.212198217785244;7.032007561141911;0.0022348232087548606;1.6658866257139704;-0.7248820341364588;0.9998248583443743;3.456217445359223;1.0
0.030639091449550574;51.13960436382109;0.9838393195148315;1581.74514034616;0.8257243454015241;386.76816166211427;6275.840957020759;5.80314302992535;6.549250197708531;0.0025844690630574016;1.5230336468647934;-0.7289042028324029;0.9997133979517205;3.302908612530079;1.0
0.016409592877973694;74.43567000803297;0.9901012284319614;3758.597204630366;0.6596202013340864;357.96533876309877;14959.953148513436;6.956330509138215;8.500640377025858;0.0014110386097811564;2.479320073947142;-0.6178188957813167;0.999737011535639;3.7171124634913064;1.0
0.011512950358624156;67.2037694672925;0.9907552904869266;3633.33370437371;0.685271150138254;364.9164319800179;14466.131048027593;7.01836726608049;8.409541608519024;0.0014984057256378382;2.30319826560252;-0.6452602465795948;0.9998255236070628;3.5759460508577883;1.0
0.012444025443975285;75.8454157122893;0.9892619422291795;3529.7780652392794;0.7028716882291685;372.2250641393796;14043.266845244805;6.8534029606171725;8.150976027533979;0.001594368319647915;2.2467441912574855;-0.6536963446556496;0.9998077734563641;3.6007436733689993;1.0
